invest,dir_like,time,film_fb_like,IMDB,Box_office,Action,Adventure,Comedy,Crime,Documentary,Drama,Family,Fantasy,Horror,Music,Mystery,Romance,Sci-Fi,Thriller,War,Western
42000000,153,105,17000,6.5,45290318,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
42000000,0,122,0,6.5,41252428,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
32000000,89,119,0,6.5,35228696,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0
43000000,34,104,0,6.5,47806295,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
40000000,541,123,0,6.5,36283504,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
40000000,50,107,0,6.5,30993544,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
40000000,42,107,0,6.5,20113965,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
38000000,126,96,9000,6.5,88915214,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
38600000,0,122,13000,6.5,6594136,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
55000000,27,90,0,6.5,7871693,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0
35000000,192,91,20000,6.5,20275446,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
35000000,159,125,0,6.5,18306166,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
33000000,35,99,19000,6.5,35057332,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
33000000,36,140,4000,6.5,33682273,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
30000000,132,94,12000,6.5,17120019,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
31000000,12,106,0,6.5,11854694,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
30000000,76,118,0,6.5,10880926,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
29000000,0,115,40000,6.5,183436380,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
27000000,53,110,0,6.5,2775593,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
28000000,71,114,15000,6.5,25977365,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
26000000,0,85,0,6.5,57859105,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
26000000,0,129,43000,6.5,49874933,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
26000000,80,109,736,6.5,45489752,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
26000000,763,117,11000,6.5,12276810,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
25000000,96,101,29000,6.5,60443237,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
25000000,175,109,0,6.5,66489425,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
25000000,176,97,58000,6.5,45089048,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
25500000,0,144,0,6.5,41229,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
25000000,108,112,982,6.5,10911750,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
25000000,460,107,507,6.5,871527,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
8200000,71,107,0,6.5,80000000,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
24000000,88,98,12000,6.5,23225911,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
21000000,0,108,0,6.5,33313582,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0
22000000,39,100,15000,6.5,19783777,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
21500000,88,101,758,6.5,22294341,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20000000,39,115,0,6.5,29753944,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
20000000,35,98,0,6.5,29975979,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
15000000,0,99,36000,6.5,5702083,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
20000000,42,101,0,6.5,39103378,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
19000000,51,129,0,6.5,8396942,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
18000000,44,90,0,6.5,15281286,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
17500000,19,80,0,6.5,51053787,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
17000000,42,104,14000,6.5,82389560,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
17000000,201,96,70000,6.5,54239856,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
16800000,30,122,0,6.5,220914,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
15600000,480,94,0,6.5,68525609,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
15500000,571,95,0,6.5,7774730,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
15000000,29,112,12000,6.5,42919096,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
15000000,0,120,0,6.5,4956401,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
15000000,0,111,0,6.5,1294640,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0
14000000,123,108,4000,6.5,15483540,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
12000000,16,110,15000,6.5,70011073,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0
12000000,98,104,0,6.5,65269010,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0
12000000,0,102,0,6.5,25277561,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
10000000,21,97,1000,6.5,11043445,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
23000000,6,82,227,6.5,36696761,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0
10000000,287,101,0,6.5,29500000,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
17000000,9,114,0,6.5,30050028,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10000000,4,100,0,6.5,25339117,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
10000000,0,129,720,6.5,16153600,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
10000000,31,97,0,6.5,10561238,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
10000000,157,83,0,6.5,4244155,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
10000000,0,135,1000,6.5,2185266,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
5000000,17,96,0,6.5,1474508,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
9000000,85,87,0,6.5,33244684,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
9000000,65,103,15000,6.5,71519230,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
8000000,157,79,0,6.5,4350774,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8800000,4,93,0,6.5,174635000,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000,8,84,0,6.5,14373825,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
8500000,17,101,8000,6.5,34017854,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8000000,44,109,0,6.5,27362712,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0
5000000,44,93,938,6.5,14015786,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
8000000,12,108,412,6.5,568695,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
10000000,73,90,999,6.5,882290,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
20000000,187,115,141,6.5,403932,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
7000000,7,113,650,6.5,4720371,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7000000,2,99,797,6.5,1889522,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7000000,6,103,0,6.5,532988,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
5000000,125,125,282,6.5,223878,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
5000000,59,104,23000,6.5,27689474,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2500000,0,99,0,6.5,92191,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
4200000,335,104,0,6.5,1487477,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
4000000,131,93,830,6.5,2426851,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0
650000,53,98,0,6.5,18469,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
200000000,13000,108,24000,6.5,334185206,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1500000,39,105,88,6.5,3123749,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2000000,263,101,0,6.5,1984378,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1500000,675,99,853,6.5,418953,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
1500000,122,100,0,6.5,373967,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1500000,18,91,304,6.5,119841,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1300000,7,105,117,6.5,609042,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
15000000,29,112,12000,6.5,42919096,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
800000,37,104,130,6.5,144583,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
500000,589,122,0,6.5,33451479,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
500000,7,86,0,6.5,1114943,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
500000,204,86,51,6.5,334041,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
175000,0,88,406,6.5,7137502,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
215000000,0,130,60000,6.4,234903076,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
165000000,31,93,0,6.4,238371987,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0
200000000,84,109,0,6.4,150350192,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
170000000,33,113,30000,6.4,76846624,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
150000000,532,102,0,6.4,227946274,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
150000000,776,131,33000,6.4,73103784,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
137000000,6,106,0,6.4,32131830,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0
135000000,150,128,2000,6.4,126930660,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
110000000,176,101,23000,6.4,118311368,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
103000000,107,101,0,6.4,131536019,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
125000000,776,124,19000,6.4,186739919,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
140000000,249,130,0,6.4,182618434,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
110000000,189,108,3000,6.4,250863268,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0
110000000,0,125,0,6.4,125531634,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
100000000,12000,106,0,6.4,65452312,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
80000000,521,128,0,6.4,72515360,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
74000000,22,91,70000,6.4,336029560,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
75000000,0,153,0,6.4,51814190,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
58000000,906,103,1000,6.4,70117571,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
70000000,24,88,24000,6.4,62321039,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
68000000,31,124,0,6.4,118471320,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
68000000,3000,125,30000,6.4,81257500,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
70000000,278,127,0,6.4,182805123,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
65000000,16000,130,0,6.4,90454043,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
70000000,212,124,0,6.4,84049211,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
65000000,179,117,0,6.4,63695760,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
65000000,119,99,59000,6.4,59617068,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
45000000,545,111,0,6.4,36064910,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
61000000,47,132,24000,6.4,81687587,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
60000000,53,116,0,6.4,43119879,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
58000000,11,103,35000,6.4,80021740,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0
57000000,357,103,0,6.4,51317350,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
55000000,0,85,0,6.4,66365290,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
55000000,0,104,8000,6.4,58422650,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
55000000,53,133,0,6.4,68750000,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
50000000,21000,145,0,6.4,55473600,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
50000000,33,119,10000,6.4,51178893,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0
55000000,59,119,19000,6.4,39440655,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
57000000,488,123,0,6.4,26838389,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
52000000,71,118,13000,6.4,37035845,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
50000000,80,116,0,6.4,105807520,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
40000000,160,99,0,6.4,38105077,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
50000000,16000,110,705,6.4,26199517,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
390000000,0,158,0,6.4,14131298,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
55000000,0,109,0,6.4,8355815,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0
50000000,79,137,18000,6.4,1206135,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
48000000,109,112,0,6.4,56607223,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
48000000,446,123,0,6.4,47095453,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
48000000,545,132,0,6.4,29781453,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
45000000,61,112,0,6.4,38360195,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
45000000,38,134,0,6.4,19377727,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
45000000,179,139,0,6.4,4584886,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
44000000,170,96,0,6.4,150415432,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
70000000,78,105,0,6.4,116735231,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
40000000,0,89,83000,6.4,126546825,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
40000000,42,129,12000,6.4,93952276,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
20000000,23,102,0,6.4,64149837,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0
40000000,212,106,0,6.4,59068786,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
40000000,190,107,17000,6.4,52000688,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
40000000,118,112,15000,6.4,36665854,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
40000000,0,123,0,6.4,15962471,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
40000000,88,113,12000,6.4,29802761,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
38000000,123,127,39000,6.4,41997790,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
37000000,11,118,389,6.4,6482195,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
36000000,38,101,12000,6.4,50213619,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
36000000,188,107,0,6.4,42019483,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
35000000,338,143,0,6.4,82300000,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
35000000,130,132,0,6.4,56876365,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35000000,55,121,561,6.4,2221994,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
32000000,226,123,0,6.4,104632573,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0
32000000,541,98,10000,6.4,35063732,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
32000000,0,107,0,6.4,18636537,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
34200000,221,93,0,6.4,163479795,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
30000000,6,108,0,6.4,145096820,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
30000000,44,106,23000,6.4,18298649,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
45000000,419,107,24000,6.4,12026670,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
30000000,0,128,0,6.4,37036404,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
29000000,0,102,0,6.4,55845943,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
15000000,541,112,0,6.4,4485485,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
27000000,212,101,2000,6.4,4476235,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
26000000,160,110,35000,6.4,16005978,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
25100000,0,129,0,6.4,25517500,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20000000,99,105,0,6.4,33687630,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
25000000,41,97,0,6.4,23527955,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
25000000,57,100,0,6.4,10114315,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
22000000,11,97,0,6.4,144833357,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0
26000000,31,105,0,6.4,30659817,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
22000000,42,94,0,6.4,49002815,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
22000000,1000,106,23000,6.4,29997095,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
28000000,12000,100,0,6.4,153665036,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
20000000,14,104,0,6.4,31584722,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
20000000,0,68,264,6.4,18081626,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0
20000000,1000,102,0,6.4,11169531,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20000000,650,111,1000,6.4,5205343,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0
24000000,115,115,401,6.4,882710,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0
20000000,58,107,399,6.4,305070,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
19000000,14,100,13000,6.4,12561,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
18500000,0,100,13000,6.4,18439082,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
18000000,89,97,21000,6.4,150056505,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
18000000,11000,108,827,6.4,3203044,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
15000000,192,108,0,6.4,41777564,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
17000000,4,102,0,6.4,2000000,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
16000000,48,106,0,6.4,52885587,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
16000000,309,130,1000,6.4,28734552,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0
17000000,43,95,29000,6.4,54322273,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0
15000000,0,104,0,6.4,40064955,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
14000000,61,106,1000,6.4,32645546,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
15000000,10,100,0,6.4,20566327,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
15000000,11000,124,877,6.4,10763469,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
15000000,141,105,0,6.4,613556,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
13000000,58,105,18000,6.4,29959436,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
15000000,34,90,0,6.4,4360548,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
12000000,14,109,0,6.4,31990064,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
12000000,16,106,0,6.4,22331028,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
12000000,94,86,423,6.4,333976,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
8000000,26,90,1000,6.4,303439,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
15000000,10,118,302,6.4,399879,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
10000000,65,100,0,6.4,50752337,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
9000000,26,92,1000,6.4,4881867,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
8000000,0,107,0,6.4,18090181,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0
8000000,30,99,226,6.4,398420,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
8000000,53,107,294,6.4,53481,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
7000000,30,96,0,6.4,7292175,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
7000000,60,99,3000,6.4,1654367,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6800000,0,101,413,6.4,10696,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
6000000,12,94,0,6.4,21005329,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
5000000,37,90,11000,6.4,24809547,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
5000000,4000,95,393,6.4,5308707,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0
5000000,7,97,0,6.4,2711210,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1900000,35,103,298,6.4,1420578,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
58000000,11,103,35000,6.4,80021740,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0
900000,243,95,0,6.4,100659,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
900000,91,91,698,6.4,381186,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
900000,6,101,0,6.4,6643,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
800000,75,91,23000,6.4,41709,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
60000,19,81,0,6.4,140530114,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
500000,380,94,19000,6.4,237301,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
215000000,0,130,60000,6.4,234903076,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
200000000,487,106,10000,6.3,191450875,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
195000000,0,114,22000,6.3,65171860,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
195000000,0,154,46000,6.3,352358779,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
175000000,47,128,35000,6.3,38297305,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
155000000,150,113,11000,6.3,104383624,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
150000000,0,115,3000,6.3,82161969,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
117000000,446,117,11000,6.3,76418654,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
110000000,124,119,27000,6.3,129995817,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
98000000,208,130,0,6.3,202007640,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
100000000,0,119,37000,6.3,23014504,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0
92000000,101,113,0,6.3,241688385,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
73000000,6,97,14000,6.3,107225164,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
70000000,0,136,13000,6.3,52474616,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
70000000,28,92,37000,6.3,55942830,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0
70000000,380,116,0,6.3,40932372,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
60000000,40,125,997,6.3,19076815,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
65000000,368,103,18000,6.3,54758461,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
65000000,42,94,0,6.3,19548064,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
61000000,8,93,0,6.3,118153533,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
80000000,116,106,0,6.3,279167575,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
95000000,165,116,885,6.3,102678089,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
60000000,105,124,0,6.3,54910560,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
60000000,610,119,0,6.3,53789313,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
75000000,0,116,0,6.3,47748610,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
60000000,0,100,0,6.3,35096190,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
58000000,189,125,22000,6.3,44665963,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
58000000,420,97,782,6.3,28328132,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
55000000,58,74,0,6.3,104354205,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
55000000,189,101,0,6.3,98711404,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0
55000000,96,97,0,6.3,63408614,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
55000000,317,135,0,6.3,49994804,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
56000000,33,280,953,6.3,12870569,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
52000000,58,108,10000,6.3,143704210,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
50000000,285,143,41000,6.3,2175312,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
50000000,39,113,970,6.3,54997476,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
50000000,287,106,0,6.3,41482207,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
50000000,503,132,0,6.3,30306268,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
40000000,212,104,2000,6.3,21413502,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0
46000000,29,105,0,6.3,126805112,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
45000000,118,98,63000,6.3,139852971,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
45000000,41,135,1000,6.3,53854588,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
